,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1147,International Fertility Centre,"Green Park, Delhi",8.0,30.0
1148,RG Stone Urology & Laparoscopy Hospital,"Pitampura, Delhi",4.0,6.0
1149,Hans Charitable Hospital,"GTB Nagar, Delhi",1.0,50.0
1150,R K Hospital ,"Sangam Vihar, Delhi",1.0,
1151,Krishna Hospital,"Pitampura, Delhi",3.0,20.0
1152,ISIS Hospital,"Kailash Colony, Delhi",1.0,12.0
1153,Ishan Hospital,"Rohini, Delhi",6.0,
1154,Muni Maya Jain Hospital,"Pitampura, Delhi",14.0,
1155,Friends Hospital,"Rohini, Delhi",4.0,4.0
1156,Sunil Memorial,"Dwarka, Delhi",4.0,20.0
1157,Sanjay Global Hospital,"Jahangirpuri, Delhi",1.0,
1158,Dr Arya's Dental Hospital,"Bhajanpura, Delhi",2.0,1.0
1159,Guru Nanak Charitable Hospital,"Inder Puri, Delhi",1.0,
1160,Jai Nar Hospital,"Meera Bagh, Delhi",1.0,10.0
1161,Jhamb Medical and Maternity Centre,"Shalimar Bagh, Delhi",1.0,7.0
1162,Magadh Hospita,"Delhi, Delhi",1.0,5.0
1163,Park Nursing Home,"Ranjit Nagar, Delhi",2.0,4.0
1164,Bansal Hospital,"New Friends Colony, Delhi",3.0,15.0
1165,Karuna Hospital ,"Dilshad Garden, Delhi",3.0,20.0
1166,Hemraj Jain Hospital and Maternity Home,"Janak Puri, Delhi",1.0,30.0
1167,Handa Nursing Home,"Raja Garden, Delhi",5.0,45.0
1168,R. R. Medical Centre,"Mayur Vihar Ph-II, Delhi",4.0,
1169,Netra Eye Hospital,"Uttam Nagar, Delhi",1.0,5.0
1170,Jain Eye Hospital And Laser Centre,"Shalimar Bagh, Delhi",2.0,2.0
1171,Malhotra Nursing Home,"Mayur Vihar Ph-II, Delhi",1.0,3.0
1172,Aakash Wellness Centre,"Malviya Nagar, Delhi",4.0,
1173,Hygiea Hospital,"Munirka, Delhi",2.0,
1174,Eye Q Super Speciality Eye Hospitals,"Shalimar Bagh, Delhi",2.0,2.0
1175,Phoenix Hospitals,"Greater Kailash Part 1, Delhi",2.0,
1176,Healers at Home - Okhla,"Okhla, Delhi",1.0,
1177,Sai Vinayak Dental Hospital,"Shalimar Bagh, Delhi",1.0,2.0
1178,"Anamiiva, Dr. Tyagi Panchakarma and Ayurvedic Hospital","East Of Kailash, Delhi",1.0,
1179,Muskaan Hospital,"Rohini, Delhi",1.0,50.0
1180,Paschimi Hospital,"Paschim Vihar, Delhi",3.0,10.0
1181,Dr. Upali Nanda's Clinic,"Saiyad ul Ajaib, Delhi",1.0,
1182,Centre for Sight - Okhla,"Okhla, Delhi",11.0,
1183,Eye7 Chaudhary Eye Centre,"Lajpat Nagar, Delhi",1.0,10.0
1184,Apollo Fertility,"Moti Nagar, Delhi",1.0,
1185,Jain Eye Hospital,"Shahdara, Delhi",1.0,
1186,Centre for Sight -  Pusa Road,"Pusa Road, Delhi",1.0,
1187,Singh's Dental Hospital,"Dilshad Garden, Delhi",1.0,
1188,Sehgal Neo Hospital,"Paschim Vihar, Delhi",1.0,
1189,Prashanti Nursing Home,"Rohini, Delhi",1.0,6.0
1190,Sukhija Nursing Home,"Vivek Vihar, Delhi",1.0,5.0
1191,Muskaan Hospital,"Shahdara, Delhi",1.0,16.0
1192,Maharaja Agrasen Hospital,"Ashok Vihar, Delhi",1.0,
1193,Devanshi Hospital,"Delhi, Delhi",1.0,
1194,Rao Dental Hospital,"Tilak Nagar, Delhi",6.0,2.0
1195,Netra Eye Hospital,"Dwarka, Delhi",1.0,2.0
1196,Sanjay Global Hospital,"Jahangirpuri, Delhi",1.0,4.0
1197,Davita Care India Pvt Ltd,"Chanakyapuri, Delhi",1.0,20.0
1198,Sanjivini Maternity & Children Hospital,"Uttam Nagar, Delhi",1.0,
1199,Mahajan Hospital,"Adarsh Nagar, Delhi",1.0,10.0
1200,K K HOSPITAL,"Peeragarhi, Delhi",1.0,10.0
1201,Khetarpal Hospital,"Bali Nagar, Delhi",1.0,60.0
1202,Bakson's Homoeopathic Centre for Allergy,"Janak Puri, Delhi",1.0,
1203,Anand's ENT & Speech Hospital,"Rohini, Delhi",1.0,
1204,Bakson's Homoeopathic Centre for Allergy,"Anand Vihar, Delhi",1.0,
1205,Bakson's Homoeopathic Centre for Allergy,"Pitampura, Delhi",1.0,
1206,Bakson's Homoeopathic Centre for Allergy,"South Extension 1, Delhi",2.0,
1207,Bakson's Homoeopathic Centre for Allergy,"Rajouri Garden, Delhi",1.0,
1208,Bakson's Homoeopathic Centre for Allergy,"Dwarka, Delhi",1.0,
1209,Bakson's Homoeopathic Centre for Allergy,"Kalkaji, Delhi",1.0,
1210,Bakson's Homoeopathic Centre for Allergy,"Shakti Nagar, Delhi",2.0,
1211,Bakson's Homoeopathic Centre for Allergy,"Patel Nagar West, Delhi",1.0,
1212,Alshifa Hospital,"Okhla, Delhi",1.0,
1213,"Visitech Eye Centre, Jasola","Jasola, Delhi",1.0,8.0
1214,Gupta Multispeciality Hospital,"Bawana, Delhi",1.0,
1215,Bhagwan Mahavir hospital,"Delhi, Delhi",2.0,25.0
1216,Deen Dayal Upadhyaya Hospital,"Hari Nagar, Delhi",1.0,
1217,Apurva Hospital,"Delhi, Delhi",1.0,25.0
1218,Bhagwan Mahavir Hospital,"Rohini, Delhi",1.0,
1219,Dayanand Dharmarth Aushdhalaya Hospital,"Patel Nagar West, Delhi",1.0,
1220,Max Smart Super Speciality Hospital,"Saket, Delhi",1.0,10.0
1221,Tyagi hospital,"Dilshad Garden, Delhi",1.0,20.0
1222,Pheonix Hospital,"Greater Kailash Part 1, Delhi",1.0,
1223,PGH Hospital,"Vikas Nagar, Delhi",2.0,
1224,NHI Hospital,"East Of Kailash, Delhi",1.0,
1225,Adarsh Hospital,"Rohini Sector 24, Delhi",1.0,16.0
1226,Phoenix Hospital,"Greater Kailash Part 1, Delhi",43.0,
1227,O.P Memorial Hospital,"Rohini, Delhi",10.0,4.0
1228,Tagore Hospital,"Tagore Garden, Delhi",30.0,
1229,Dr. Baba Saheb Ambedkar Hospital,"Rohini, Delhi",48.0,
1230,Saroj Hospital,"Rohini, Delhi",16.0,
1231,R K Hospital,"Laxmi Nagar, Delhi",5.0,
1232,City Hospital,"Rajendra Nagar, Delhi",133.0,
1233,Rashmi Hospital,"Pitampura, Delhi",6.0,
1234,Maharaja Agrasen Hospital,"Dwarka, Delhi",125.0,1.0
1235,Dwaraka Hospital,"Dwarka, Delhi",16.0,
1236,Healers at Home,"Delhi, Delhi",13.0,
1237,Bens up hospital,"Dwarka, Delhi",12.0,
1238,Sethi Hospital,"Delhi, Delhi",4.0,
1239,Ashoka Hospital,"Delhi, Delhi",2.0,
1240,Alshifa Hospital,"Okhla, Delhi",18.0,
1241,Rahman Hospital,"Delhi, Delhi",17.0,2.0
1242,Kirti Nursing Home,"Delhi, Delhi",5.0,20.0
1243,Sharma clinic & maternity home,"Laxmi Nagar, Delhi",16.0,20.0
1244,eden hospital pvt. ltd,"Lajpat Nagar, Delhi",6.0,
1245,Care Hospital,"Nampally, Hyderabad",24.0,
1246,Swapna Health Care,"Begumpet, Hyderabad",7.0,50.0
1247,MaxCure Hospitals,"Madhapur, Hyderabad",25.0,220.0
1248,Asian Institute Of Gastroenterology,"Somajiguda, Hyderabad",2.0,
1249,Himagiri Hospitals,"Gachibowli, Hyderabad",6.0,50.0
1250,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",12.0,30.0
1251,Continental Hospitals,"Gachibowli, Hyderabad",12.0,750.0
1252,Chetana Hospital,"Secunderabad, Hyderabad",65.0,30.0
1253,Care Hospitals,"Banjara Hills, Hyderabad",3.0,200.0
1254,Sai Krishna Neuro Hospital,"Kachiguda, Hyderabad",11.0,75.0
1255,J J Hospital,"Kalyan Nagar, Hyderabad",3.0,
1256,Anupama Hospital,"KPHB, Hyderabad",1.0,10.0
1257,SIMS Hospital,"Serilingampally, Hyderabad",21.0,50.0
1258,Magnas V ENT Hospitals,"Chaitanyapuri, Hyderabad",6.0,
1259,LV Prasad,"Banjara Hills, Hyderabad",2.0,
1260,Pace Hospitals,"Begumpet, Hyderabad",34.0,100.0
1261,Preeti Urology and Kidney Hospital,"Kukatpally, Hyderabad",6.0,75.0
1262,Pace Hospital,"Hitech City, Hyderabad",23.0,100.0
1263,Hyderbad Kidney & Laproscopic Center,"Malakpet, Hyderabad",5.0,100.0
1264,Sunshine Hospital,"Secunderabad, Hyderabad",10.0,450.0
1265,Mamatha Hospitals,"Kukatpally, Hyderabad",20.0,120.0
1266,Omega Hospital,"Banjara Hills, Hyderabad",14.0,150.0
1267,Sowmya Multispecality Hospital,"Karkhana, Hyderabad",15.0,
1268,Cygnus Institute Of Gastroenterology,"Kukatpally, Hyderabad",13.0,70.0
1269,The Birthplace Hospital,"Banjara Hills, Hyderabad",3.0,25.0
1270,Vanaja Hospital,"AS Rao Nagar, Hyderabad",3.0,25.0
1271,Kamineni Hospitals,"LB Nagar, Hyderabad",14.0,350.0
1272,Ramayya Pramila Urology & Laparoscopy Hospital,"Basheerbagh, Hyderabad",8.0,50.0
1273,Nice Hospital,"Masab Tank, Hyderabad",39.0,120.0
1274,Pranaam Hospital,"Madinaguda, Hyderabad",41.0,100.0
1275,Midas ENT Head & Neck Super Speciality Hospital,"Dilsukhnagar, Hyderabad",33.0,100.0
1276,Landmark Hospitals,"Nizampet, Hyderabad",7.0,100.0
1277,Fehmicare Hospital,"Yousufguda, Hyderabad",2.0,
1278,Harsha Hospitals,"Kukatpally, Hyderabad",9.0,
1279,Medwin Hospitals,"Nampally, Hyderabad",5.0,200.0
1280,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",25.0,25.0
1281,Omni Hospitals,"Kothapet, Hyderabad",37.0,250.0
1282,Krishna Children's Hospital,"Lakdikapul, Hyderabad",10.0,50.0
1283,Vijaya Hospital,"Madinaguda, Hyderabad",12.0,
1284,Sankhya Hospitals,"Kukatpally, Hyderabad",6.0,50.0
1285,Mahaveer Hospital,"Masab Tank, Hyderabad",4.0,200.0
1286,Sumana Hospital,"Kukatpally, Hyderabad",8.0,50.0
1287,Vijay Marie Hospital,"Khairatabad, Hyderabad",15.0,200.0
1288,Vijaya Health Care,"Secunderabad, Hyderabad",12.0,100.0
1289,Lotus Children Hospitals,"Kukatpally, Hyderabad",2.0,50.0
1290,Vasavi Hospital,"Lakdikapul, Hyderabad",4.0,150.0
1291,Orthopedic Doctor- Raghava Hospital,"Ameerpet, Hyderabad",4.0,50.0
1292,Aditya Hospital,"Abids, Hyderabad",4.0,
1293,Owaisi Hospital And Research Centre,"Kanchanbagh, Hyderabad",6.0,
1294,Sri Sri Holistic Hospitals,"Nizampet, Hyderabad",5.0,100.0
1295,TKR's Ikon Hospital,"Dilsukhnagar, Hyderabad",12.0,75.0
1296,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",6.0,25.0
1297,"Kamineni Orthopaedics, Kingkoti","King Koti, Hyderabad",4.0,200.0
1298,Pragna Hospitals,"Banjara Hills, Hyderabad",5.0,50.0
1299,Global Hospital,"Lakdikapul, Hyderabad",3.0,100.0
1300,Bristlecone Hospitals,"Barkatpura, Hyderabad",32.0,
1301,C C Shroff Memorial Hospital,"Barkatpura, Hyderabad",21.0,
1302,Sri Raghavendra Multispeciality Hospital,"Ecil, Hyderabad",11.0,100.0
1303,Ramdev Rao Memorial General Hospital,"Kukatpally, Hyderabad",5.0,
1304,SMT. Bhagwan Devi Hospital,"Old City, Hyderabad",4.0,50.0
1305,Durgabai Deshmukh Hospital,"Vidyanagar, Hyderabad",175.0,50.0
1306,Premier Hospital,"Mehdipatnam, Hyderabad",19.0,105.0
1307,Asha Hospital,"Banjara Hills, Hyderabad",1.0,200.0
1308,Surekha Hospital,"Kompally, Hyderabad",17.0,50.0
1309,Balaji Hospital,"Kompally, Hyderabad",3.0,100.0
1310,Saptagiri Hospital,"Chaitanyapuri, Hyderabad",1.0,50.0
1311,Dr. Rao's ENT Super Speciality International Hospital,"KPHB, Hyderabad",11.0,100.0
1312,Eswar Eye Hospital,"Kukatpally, Hyderabad",1.0,10.0
1313,Kirloskar Hospital,"Basheerbagh, Hyderabad",5.0,50.0
1314,Goodwill Hospital - Kidney And Surgical Centre,"Banjara Hills, Hyderabad",2.0,60.0
1315,Vasundhara Hospital,"Moosapet, Hyderabad",3.0,
1316,Sri Visista Super Speciality Ayurveda,"Punjagutta, Hyderabad",1.0,
1317,Vijaya Nursing Home,"Chanda Nagar, Hyderabad",2.0,
1318,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",7.0,50.0
1319,KIMS Hospital,"Kondapur, Hyderabad",15.0,150.0
1320,Alpha Hospital,"Charminar, Hyderabad",8.0,120.0
1321,Surakshaka Multi-Speciality And Diabetes Hospitals,"KPHB, Hyderabad",1.0,
1322,Praanadah Hospital,"Madhapur, Hyderabad",16.0,
1323,Tanvir Hospital,"Srinagar Colony, Hyderabad",11.0,37.0
1324,Apollo Hospitals,"Jubilee Hills, Hyderabad",1.0,550.0
1325,Basant Sahney Hospital,"West Marredpally, Hyderabad",2.0,60.0
1326,Remedy Hospitals,"Kukatpally, Hyderabad",5.0,80.0
1327,Shalivahana Multi Speciality Hospital,"Dilsukhnagar, Hyderabad",9.0,100.0
1328,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",33.0,40.0
1329,Dr. P Siva Reddy Eye Hospital,"Himayat Nagar, Hyderabad",3.0,20.0
1330,Mythri Hospital,"Chanda Nagar, Hyderabad",16.0,150.0
1331,Srinivasa Hospital,"Narayanguda, Hyderabad",6.0,100.0
1332,"Aravind Eye Hospital, Mehdipatnam","Mehdipatnam, Hyderabad",29.0,
1333,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",32.0,25.0
1334,Amrita ENT Head and Neck Hospital,"KPHB, Hyderabad",4.0,3.0
1335,Dr Raos Super Speciality ENT Hospital,"Punjagutta, Hyderabad",2.0,10.0
1336,Manju Sudha Multi speciality ,"Dilsukhnagar, Hyderabad",9.0,
1337,Majestic Hospital,"Langer House, Hyderabad",9.0,
1338,Geetha Multi Speciality Hospital,"West Marredpally, Hyderabad",13.0,100.0
1339,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",6.0,10.0
1340,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",7.0,30.0
1341,Matrix Hospital,"Ramanthapur, Hyderabad",27.0,20.0
1342,Avis Hospitals,"Jubilee Hills, Hyderabad",7.0,20.0
1343,Endo Viz Hospital,"Kukatpally, Hyderabad",26.0,75.0
1344,SMS ENT And Surgical Hospital,"Himayat Nagar, Hyderabad",11.0,15.0
1345,Sri Srinivasa Hospital,"Santosh Nagar, Hyderabad",6.0,51.0
1346,Ozone Hospitals,"Dilsukhnagar, Hyderabad",3.0,250.0
1347,Apoorva Hospital,"Mehdipatnam, Hyderabad",3.0,20.0
1348,Hyderabad Multispeciality Hospital,"Malakpet, Hyderabad",1.0,60.0
1349,Lotus Hospital for Women and Childrens,"Lakdikapul, Hyderabad",2.0,150.0
1350,Paramitha Children Hospital,"Dilsukhnagar, Hyderabad",1.0,100.0
1351,Elbit Polyclinics Tarnaka,"Secunderabad, Hyderabad",3.0,56.0
1352,CARE HOSPITAL ( GURUNANAK ) MUSHEERABAD,"Musheerabad, Hyderabad",11.0,90.0
1353,Nova ENT Hospital,"Somajiguda, Hyderabad",1.0,30.0
1354,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",5.0,50.0
1355,Healing Touch Hospital,"West Marredpally, Hyderabad",1.0,
1356,Adavally Damodar Reddy Memorial Hospital - Hyderabad,"Ramanthapur, Hyderabad",1.0,
1357,Shreyas Multi Speciality Hospital,"Kapra, Hyderabad",11.0,
1358,Sathya Kidney Centre & Super Speciality Hospitals,"Himayat Nagar, Hyderabad",2.0,
1359,Shalini Hospital,"Barkatpura, Hyderabad",5.0,
1360,Challa Hospitals,"Ameerpet, Hyderabad",19.0,100.0
1361,Vikram Hospital,"Madhapur, Hyderabad",2.0,
1362,BBR Super Speciality Hospital,"Balanagar, Hyderabad",2.0,175.0
1363,Venus Hospital,"Malakpet, Hyderabad",1.0,100.0
1364,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",2.0,30.0
1365,S V Pooja Hospital,"Hyder Nagar, Hyderabad",1.0,50.0
1366,Rohan Hospital,"Mehdipatnam, Hyderabad",9.0,35.0
1367,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",4.0,50.0
1368,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",9.0,35.0
1369,Konaseema Hospitals,"Kukatpally, Hyderabad",9.0,100.0
1370,BSR ENT And Eye Hospital,"Secunderabad, Hyderabad",1.0,10.0
1371,Xenia Hospital,"Ecil, Hyderabad",8.0,100.0
1372,Sri Sai Ram Hospital,"Langer House, Hyderabad",3.0,20.0
1373,Madhuri Hospital,"Yousufguda, Hyderabad",2.0,10.0
1374,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",9.0,50.0
1375,Kiran-swetha children hospital,"Chanda Nagar, Hyderabad",2.0,
1376,Srikara Hospitals,"Secunderabad, Hyderabad",4.0,100.0
1377,Orient Eye Hospital,"Mehdipatnam, Hyderabad",2.0,5.0
1378,Shri Adithya Hospitals,"Ecil, Hyderabad",7.0,
1379,Thatha Hospital,"Kapra, Hyderabad",2.0,100.0
1380,Redefine Plastic and Cosmetic Surgery Center,"Kothapet, Hyderabad",4.0,5.0
1381,Shree Hospital,"Baghlingampally, Hyderabad",5.0,10.0
1382,Pavan Sai Hospital,"LB Nagar, Hyderabad",2.0,10.0
1383,Nethra Eye Institute(A Unit OfS owrya Hospitals),"Ameerpet, Hyderabad",2.0,10.0
1384,Sainath Hospital,"Ameerpet, Hyderabad",163.0,10.0
1385,Dr.Gowds Dental Hospitals,"Banjara Hills, Hyderabad",7.0,
1386,Matrika Hospital,"Somajiguda, Hyderabad",6.0,
1387,Asian Institute Of Nephrology & Urology,"Somajiguda, Hyderabad",1.0,100.0
1388,Saluja Hospital,"Secunderabad, Hyderabad",17.0,50.0
1389,Leela Hospital,"Moti Nagar, Hyderabad",1.0,20.0
1390,G.B.R. Hospital Multispeciality,"Dilsukhnagar, Hyderabad",5.0,
1391,Navodaya Nursing Home,"Amberpet, Hyderabad",26.0,20.0
1392,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",6.0,30.0
1393,Sadhuram Eye Hospital,"Domalguda, Hyderabad",10.0,
1394,Vijaya Sree Hospital,"Chanda Nagar, Hyderabad",3.0,
1395,Healix Hospitals,"Madinaguda, Hyderabad",3.0,100.0
1396,Advanced Endocrine & Diabetes Hospital & Research Center,"KPHB, Hyderabad",2.0,15.0
1397,Usha Mohan Hospitals,"Attapur, Hyderabad",5.0,
1398,B. V. K. Reddy  Hospital,"Warasiguda, Hyderabad",2.0,10.0
1399,People's Hospital,"Pragathi Nagar, Hyderabad",6.0,5.0
1400,Hyderabad Nursing Home,"Basheerbagh, Hyderabad",4.0,
1401,Shilpa Nursing Home,"Miyapur, Hyderabad",1.0,15.0
1402,Shenoy Nursing Home,"East Marredpally, Hyderabad",23.0,20.0
1403,KIMS - Krishna Institute of Medical Sciences,"Secunderabad, Hyderabad",8.0,1000.0
1404,Mahatma Sri Ramachandra Centenary Memorial Hospital,"Vijaynagar Colony, Hyderabad",2.0,
1405,Magna Code,"Jubilee Hills, Hyderabad",10.0,5.0
1406,Oarchid Hospital,"Kothapet, Hyderabad",21.0,50.0
1407,Sai Sanjeevini Hospitals,"Kothapet, Hyderabad",10.0,120.0
1408,Manas Eye Hospital,"Moti Nagar, Hyderabad",51.0,15.0
1409,Apollo Hospital,"Secunderabad, Hyderabad",1.0,150.0
1410,Basavatarakam Indo American Cancer Hospital & Research Institute,"Banjara Hills, Hyderabad",1.0,
1411,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6.0,20.0
1412,NH Malla Reddy Narayan Multispeciality Hospital,"Jeedimetla, Hyderabad",4.0,250.0
1413,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",2.0,10.0
1414,GSN Hospital,"Ameerpet, Hyderabad",5.0,10.0
1415,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",19.0,50.0
1416,S.V.K. Hospital,"Jeedimetla, Hyderabad",3.0,
1417,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",3.0,15.0
1418,Swarup Eye Centre -Banjara Hills,"Banjara Hills, Hyderabad",1.0,
1419,Life Line Hospital,"Chandrayangutta, Hyderabad",1.0,
1420,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1.0,5.0
1421,Russh Super Specialty Hospital,"Suchitra Circle, Hyderabad",4.0,150.0
1422,Seha Hospital,"Khairatabad, Hyderabad",1.0,
1423,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2.0,50.0
1424,Haritha Hospitals,"Kothaguda, Hyderabad",7.0,30.0
1425,Suraksha Children Hospital,"Tarnaka, Hyderabad",2.0,50.0
1426,Parvathi Hospital,"Secunderabad, Hyderabad",2.0,50.0
1427,Yashoda Hospital,"Secunderabad, Hyderabad",8.0,500.0
1428,SLMS  Hospital,"Nagole, Hyderabad",3.0,6.0
1429,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",5.0,20.0
1430,Care Hospitals,"Secunderabad, Hyderabad",2.0,
1431,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",1.0,20.0
1432,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",4.0,20.0
1433,Witus Hospital,"Habsiguda, Hyderabad",5.0,
1434,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",1.0,50.0
1435,Tulasi Hospitals,"Kushaiguda, Hyderabad",14.0,100.0
1436,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",1.0,20.0
1437,Azam Hospital,"Old City, Hyderabad",12.0,15.0
1438,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",7.0,10.0
1439,Vijaya Marie Hospital,"Attapur, Hyderabad",1.0,6.0
1440,Kaba Hospital,"Tolichowki, Hyderabad",13.0,
1441,Ankura Children's Hospital,"Madinaguda, Hyderabad",1.0,50.0
1442,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2.0,10.0
1443,Bhavya Multispeciality Hospital,"Nagole, Hyderabad",26.0,
1444,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",5.0,20.0
1445,Vijay Hospital,"Vanasthalipuram, Hyderabad",1.0,
1446,Safe Mother & Child Hospital,"Champapet, Hyderabad",1.0,
1447,Sridhar Multi Speciality Hospital,"Santosh Nagar, Hyderabad",2.0,100.0
1448,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",1.0,10.0
1449,3M People's Hospital,"Tolichowki, Hyderabad",1.0,
1450,Narmada Test Tube Baby & Laproscopy Center,"East Marredpally, Hyderabad",5.0,
1451,Bhaskara Hospital,"SR Nagar, Hyderabad",4.0,10.0
1452,Rise Childrens Hospital,"Attapur, Hyderabad",1.0,
1453,GNR Multi Speciality Hospital,"Alwal, Hyderabad",4.0,50.0
1454,Healing Touch Hospital,"Mehdipatnam, Hyderabad",8.0,5.0
1455,Neelima Hospital,"Erragadda, Hyderabad",1.0,70.0
1456,St. Theresa Hospital,"Erragadda, Hyderabad",1.0,150.0
1457,Vasan Eye Hospital,"Begumpet, Hyderabad",2.0,20.0
1458,Jayakrishna Hospital,"Ramanthapur, Hyderabad",1.0,
1459,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",57.0,50.0
1460,Pulse Hospital,"Padmarao Nagar, Hyderabad",2.0,51.0
1461,People's Health Care Hospital,"Secunderabad, Hyderabad",8.0,
1462,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",11.0,5.0
1463,Sri Sai Balaji Hospital,"Nagole, Hyderabad",8.0,15.0
1464,Poulomi Hospital,"Kapra, Hyderabad",8.0,120.0
1465,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",3.0,10.0
1466,Krishna Hospital,"Karmanghat, Hyderabad",1.0,
1467,New National Hospital,"Santosh Nagar, Hyderabad",1.0,10.0
1468,Mahesh Hospital  And Research Foundation,"Himayat Nagar, Hyderabad",2.0,
1469,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",1.0,10.0
1470,Lazarus Hospital,"Khairatabad, Hyderabad",1.0,
1471,KIMS Bibi Hospital,"Malakpet, Hyderabad",7.0,150.0
1472,Bristle Cone Hospital,"Barkatpura, Hyderabad",4.0,
1473,Maxivision Super Speciality Eye Hospital,"Madhapur, Hyderabad",1.0,
1474,Sigma Hospital ,"Jeedimetla, Hyderabad",2.0,150.0
1475,Aware Global Hospital,"Sagar Road, Hyderabad",1.0,
1476,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",10.0,25.0
1477,Raghavendra Orthopaedic and Multispeciality Hospital,"Secunderabad, Hyderabad",2.0,
1478,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2.0,15.0
1479,Ananda Hospital,"LB Nagar, Hyderabad",4.0,10.0
1480,Yashoda Hospital,"Malakpet, Hyderabad",4.0,500.0
1481,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",4.0,10.0
1482,Apple Hospitals,"Yakutpura, Hyderabad",1.0,50.0
1483,Little Stars Children's Hospital,"Panjagutta, Hyderabad",1.0,100.0
1484,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",2.0,50.0
1485,Krishnaveni Hospital,"Hayathnagar, Hyderabad",5.0,50.0
1486,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",2.0,100.0
1487,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",3.0,50.0
1488,Nimra Hospital,"Falaknuma, Hyderabad",2.0,15.0
1489,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",4.0,50.0
1490,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",48.0,15.0
1491,Tilaknagar Hospital,"Amberpet, Hyderabad",2.0,25.0
1492,Navjeevan Hospitals,"Secunderabad, Hyderabad",1.0,50.0
1493,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",7.0,25.0
1494,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",4.0,15.0
1495,Legend Hospital,"Hayathnagar, Hyderabad",14.0,20.0
1496,Shreyas Hospital ,"Ecil, Hyderabad",1.0,50.0
1497,Mohammedi Memorial Hospital,"Attapur, Hyderabad",15.0,20.0
1498,Ankura Children's Hospitals,"AS Rao Nagar, Hyderabad",1.0,100.0
1499,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",1.0,15.0
1500,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",6.0,15.0
1501,Sri Balaji Nursing Home,"Uppal, Hyderabad",1.0,30.0
1502,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",3.0,10.0
1503,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",1.0,30.0
1504,ADRM Multispeciality Hospital,"Ramanthapur, Hyderabad",1.0,
1505,Saicharan Hospital,"Ramanthapur, Hyderabad",31.0,10.0
1506,G.S.R Hospitals,"Saidabad, Hyderabad",1.0,
1507,Suncity Nursing Home,"Langer House, Hyderabad",2.0,
1508,Saaol Heart Center,"Himayat Nagar, Hyderabad",1.0,
1509,Unik Care Hospital,"Mallepally, Hyderabad",5.0,20.0
1510,Swetha Hospital,"Khairatabad, Hyderabad",2.0,12.0
